gyroX,gyroY,gyroZ,accelX,accelY,accelZ
 -1.97, 0.83, -0.88,0.08, 0.09, 1.02
 -1.85, 0.93, -0.81,0.07, 0.10, 1.02
 -2.11, 0.91, -0.72,0.07, 0.09, 1.02
 -2.14, 1.14, -0.60,0.08, 0.09, 1.01
 -1.98, 1.15, -0.59,0.08, 0.09, 1.03
 -1.89, 0.89, -0.79,0.07, 0.08, 1.03
 -2.00, 0.92, -0.67,0.07, 0.09, 1.03
 -1.82, 0.83, -0.69,0.07, 0.09, 1.02
 -2.06, 0.86, -0.85,0.07, 0.09, 1.03
 -1.90, 0.95, -0.67,0.08, 0.09, 1.02
 -2.11, 1.05, -0.79,0.08, 0.09, 1.03
 -2.08, 0.83, -0.86,0.08, 0.09, 1.02
 -1.94, 0.91, -0.77,0.08, 0.09, 1.02
 -1.82, 0.80, -0.85,0.08, 0.09, 1.02
 -2.08, 0.79, -0.76,0.08, 0.09, 1.02
 -2.00, 0.94, -0.85,0.07, 0.08, 1.02
 -1.88, 0.79, -0.85,0.07, 0.08, 1.01
 -1.92, 0.70, -0.75,0.07, 0.09, 1.03
 -1.92, 0.85, -0.58,0.07, 0.10, 1.03
 -1.89, 1.02, -0.59,0.08, 0.09, 1.02
 -1.79, 1.15, -0.80,0.08, 0.09, 1.02
 -2.13, 0.79, -0.88,0.07, 0.09, 1.02
 -2.05, 0.73, -0.76,0.07, 0.09, 1.03
 -1.88, 1.11, -0.70,0.08, 0.09, 1.03
 -1.99, 0.98, -0.87,0.07, 0.09, 1.03
 -1.98, 0.85, -0.87,0.07, 0.09, 1.02
 -2.11, 0.85, -0.70,0.08, 0.09, 1.02
 -1.82, 1.01, -0.66,0.07, 0.09, 1.03
 -1.80, 0.89, -0.73,0.07, 0.09, 1.03
 -1.91, 0.90, -0.86,0.08, 0.09, 1.03
 -2.21, 0.93, -0.64,0.07, 0.09, 1.03
 -1.99, 0.88, -0.58,0.08, 0.10, 1.02
 -1.89, 0.74, -0.46,0.07, 0.09, 1.01
 -1.88, 0.87, -0.60,0.07, 0.09, 1.02
 -2.02, 0.83, -0.82,0.07, 0.09, 1.02
 -1.91, 0.89, -0.76,0.07, 0.09, 1.02
 -1.97, 0.73, -0.85,0.07, 0.09, 1.02
 -1.89, 0.62, -0.91,0.07, 0.09, 1.03
 -1.97, 0.85, -0.72,0.07, 0.09, 1.02
 -2.01, 0.89, -0.79,0.08, 0.09, 1.03
 -2.00, 0.92, -0.88,0.08, 0.09, 1.02
 -1.98, 0.82, -0.78,0.08, 0.09, 1.02
 -1.85, 1.14, -0.55,0.08, 0.09, 1.02
 -1.79, 1.02, -0.63,0.07, 0.09, 1.04
 -1.93, 1.08, -0.62,0.08, 0.08, 1.02
 -1.77, 0.80, -0.56,0.07, 0.09, 1.01
 -1.94, 0.92, -0.74,0.07, 0.09, 1.02
 -1.76, 0.73, -0.73,0.07, 0.09, 1.03
 -1.92, 0.76, -0.69,0.08, 0.09, 1.03
 -2.02, 0.86, -0.85,0.07, 0.08, 1.02
 -2.03, 1.09, -0.82,0.08, 0.09, 1.02
 -1.98, 1.01, -0.80,0.07, 0.09, 1.02
 -1.98, 0.86, -0.66,0.07, 0.09, 1.02
 -1.77, 0.91, -0.67,0.08, 0.09, 1.03
 -1.96, 0.92, -0.88,0.07, 0.09, 1.02
 -1.95, 0.82, -0.78,0.07, 0.09, 1.02
 -2.02, 0.82, -0.70,0.07, 0.09, 1.02
 -2.14, 0.89, -0.63,0.07, 0.09, 1.02
 -2.02, 0.78, -0.55,0.07, 0.09, 1.03
 -1.98, 0.97, -0.79,0.08, 0.09, 1.02
 -2.06, 1.12, -0.73,0.08, 0.09, 1.02
 -2.02, 0.93, -0.79,0.07, 0.09, 1.02
 -2.08, 0.90, -0.68,0.07, 0.09, 1.02
 -1.67, 0.95, -0.89,0.08, 0.09, 1.02
 -1.80, 0.87, -0.82,0.07, 0.09, 1.02
 -1.95, 0.92, -0.92,0.07, 0.09, 1.02
 -2.05, 0.79, -0.91,0.07, 0.10, 1.02
 -1.82, 0.93, -0.89,0.07, 0.09, 1.02
 -1.93, 0.87, -0.76,0.07, 0.09, 1.02
 -2.05, 1.08, -0.78,0.07, 0.09, 1.02
 -1.86, 0.92, -0.66,0.07, 0.09, 1.01
 -1.89, 0.98, -0.69,0.07, 0.09, 1.02
 -1.91, 0.95, -0.71,0.07, 0.09, 1.02
 -2.06, 0.96, -0.70,0.07, 0.09, 1.03
 -1.70, 0.92, -0.68,0.07, 0.08, 1.02
 -2.09, 1.11, -0.83,0.07, 0.09, 1.03
 -2.21, 0.93, -0.82,0.08, 0.09, 1.01
 -1.79, 0.85, -0.98,0.08, 0.09, 1.02
 -1.95, 0.94, -1.06,0.07, 0.09, 1.02
 -1.95, 1.02, -0.89,0.07, 0.09, 1.02
 -1.81, 0.76, -0.88,0.07, 0.09, 1.02
 -1.98, 0.86, -0.70,0.08, 0.10, 1.02
 -1.92, 0.84, -0.76,0.07, 0.09, 1.02
 -1.92, 1.11, -0.57,0.07, 0.10, 1.03
 -1.86, 0.90, -0.74,0.07, 0.10, 1.03
 -1.95, 0.96, -0.49,0.08, 0.09, 1.03
 -2.08, 0.98, -0.62,0.08, 0.10, 1.02
 -2.08, 0.97, -0.61,0.07, 0.09, 1.02
 -1.97, 0.90, -0.76,0.08, 0.09, 1.02
 -2.07, 1.08, -0.66,0.08, 0.09, 1.03
 -1.90, 1.05, -0.90,0.08, 0.09, 1.02
 -2.03, 0.91, -0.82,0.07, 0.09, 1.03
 -1.83, 0.98, -0.92,0.08, 0.09, 1.03
 -1.82, 0.85, -0.92,0.07, 0.09, 1.01
 -2.04, 0.88, -0.96,0.08, 0.09, 1.02
 -2.09, 1.01, -0.86,0.08, 0.09, 1.03
 -1.97, 0.91, -0.87,0.07, 0.09, 1.02
 -2.02, 0.85, -0.56,0.08, 0.09, 1.02
 -2.05, 0.88, -0.63,0.07, 0.10, 1.01
 -1.85, 0.87, -0.69,0.07, 0.09, 1.02
 -1.84, 0.91, -0.62,0.07, 0.08, 1.02
 -1.84, 0.82, -0.65,0.08, 0.09, 1.02
 -1.89, 0.84, -0.89,0.07, 0.09, 1.02
 -1.86, 0.84, -0.82,0.07, 0.09, 1.02
 -2.12, 0.80, -1.04,0.07, 0.09, 1.02
 -2.15, 0.82, -0.98,0.08, 0.10, 1.03
 -1.89, 1.09, -0.85,0.08, 0.09, 1.02
 -1.90, 0.98, -0.70,0.07, 0.09, 1.02
 -2.02, 0.85, -0.77,0.07, 0.09, 1.02
 -1.96, 0.92, -0.75,0.07, 0.09, 1.02
 -1.66, 0.77, -0.56,0.08, 0.09, 1.02
 -2.00, 0.76, -0.64,0.07, 0.09, 1.02
 -2.02, 1.10, -0.60,0.08, 0.09, 1.01
 -2.07, 0.74, -0.57,0.07, 0.09, 1.03
 -2.21, 1.05, -0.82,0.07, 0.09, 1.02
 -2.11, 0.77, -0.79,0.08, 0.09, 1.02
 -2.03, 0.79, -0.95,0.07, 0.09, 1.03
 -1.98, 0.80, -0.89,0.08, 0.09, 1.02
 -1.86, 0.84, -0.87,0.08, 0.09, 1.02
 -1.98, 1.05, -0.89,0.07, 0.09, 1.03
 -1.69, 0.89, -0.91,0.07, 0.09, 1.03
 -1.87, 1.07, -0.85,0.07, 0.09, 1.01
 -1.82, 0.84, -0.74,0.07, 0.08, 1.02
 -1.83, 0.96, -0.84,0.07, 0.09, 1.02
 -1.95, 0.88, -0.60,0.08, 0.09, 1.02
 -2.08, 0.78, -0.76,0.07, 0.09, 1.02
 -2.02, 0.96, -0.62,0.08, 0.09, 1.02
 -2.11, 0.71, -0.70,0.08, 0.09, 1.03
 -1.68, 0.82, -0.62,0.07, 0.09, 1.03
 -1.84, 0.83, -0.72,0.07, 0.09, 1.03
 -2.04, 1.12, -0.89,0.07, 0.09, 1.03
 -1.98, 1.02, -0.84,0.08, 0.09, 1.02
 -2.02, 0.99, -0.95,0.08, 0.09, 1.03
 -1.60, 0.80, -0.81,0.08, 0.10, 1.02
 -1.90, 0.82, -0.75,0.08, 0.09, 1.02
 -2.02, 0.89, -0.83,0.08, 0.09, 1.02
 -1.88, 1.05, -0.71,0.07, 0.08, 1.03
 -2.00, 0.94, -0.70,0.07, 0.09, 1.03
 -1.93, 0.69, -0.80,0.08, 0.09, 1.02
 -2.04, 0.90, -0.55,0.07, 0.09, 1.03
 -2.05, 0.89, -0.76,0.07, 0.10, 1.03
 -2.04, 0.91, -0.84,0.07, 0.10, 1.02
 -1.87, 0.82, -0.75,0.07, 0.09, 1.02
 -1.98, 0.92, -0.85,0.07, 0.10, 1.03
 -2.15, 0.90, -1.05,0.07, 0.10, 1.02
 -1.82, 0.95, -0.80,0.07, 0.09, 1.02
 -2.05, 0.99, -0.85,0.08, 0.10, 1.02
 -1.85, 0.98, -0.80,0.07, 0.09, 1.02
 -1.84, 0.94, -0.65,0.07, 0.09, 1.02
 -1.81, 0.89, -0.85,0.08, 0.09, 1.01
 -1.92, 0.97, -0.66,0.08, 0.09, 1.02
 -1.98, 0.57, -0.85,0.07, 0.09, 1.03
 -2.14, 1.01, -0.76,0.07, 0.09, 1.02
 -2.08, 0.77, -0.60,0.07, 0.10, 1.02
 -1.97, 0.76, -0.59,0.08, 0.09, 1.02
 -1.92, 0.92, -0.82,0.07, 0.09, 1.03
 -2.11, 0.95, -0.82,0.07, 0.09, 1.02
 -1.82, 0.89, -0.71,0.07, 0.09, 1.02
 -1.82, 0.88, -0.92,0.08, 0.08, 1.02
 -2.00, 0.79, -0.52,0.08, 0.10, 1.02
 -2.01, 0.89, -0.86,0.07, 0.09, 1.03
 -1.92, 0.96, -0.92,0.07, 0.09, 1.02
 -2.00, 0.84, -0.75,0.07, 0.09, 1.03
 -2.13, 0.92, -0.66,0.07, 0.09, 1.03
 -1.92, 0.86, -0.76,0.07, 0.09, 1.02
 -1.96, 0.86, -0.50,0.08, 0.10, 1.03
 -1.93, 0.85, -0.56,0.07, 0.10, 1.02
 -1.88, 0.87, -0.63,0.07, 0.09, 1.02
 -1.84, 1.00, -0.83,0.07, 0.09, 1.02
 -1.69, 0.98, -0.63,0.07, 0.08, 1.02
 -2.01, 1.04, -0.85,0.07, 0.09, 1.02
 -2.15, 0.85, -0.76,0.07, 0.08, 1.02
 -1.98, 0.99, -0.86,0.08, 0.09, 1.02
 -1.95, 0.98, -1.01,0.08, 0.09, 1.02
 -1.70, 1.03, -0.96,0.08, 0.08, 1.03
 -2.10, 0.97, -0.75,0.08, 0.09, 1.02
 -1.85, 0.98, -0.70,0.08, 0.09, 1.03
 -1.83, 0.77, -0.68,0.07, 0.09, 1.02
 -2.06, 0.92, -0.77,0.07, 0.09, 1.01
 -2.09, 0.99, -0.68,0.08, 0.09, 1.02
 -1.80, 0.95, -0.75,0.07, 0.09, 1.01
 -2.03, 0.89, -0.78,0.07, 0.09, 1.02
 -2.06, 0.95, -0.80,0.08, 0.09, 1.02
 -2.02, 1.08, -0.69,0.07, 0.09, 1.02
 -1.97, 0.85, -1.02,0.07, 0.09, 1.03
 -1.92, 0.95, -0.88,0.08, 0.09, 1.02
 -2.01, 0.92, -0.78,0.07, 0.09, 1.02
 -1.94, 0.92, -0.75,0.07, 0.09, 1.02
 -2.08, 0.78, -0.86,0.08, 0.09, 1.02
 -1.96, 0.92, -0.76,0.07, 0.08, 1.02
 -2.06, 1.13, -0.75,0.07, 0.09, 1.02
 -2.04, 0.89, -0.80,0.07, 0.09, 1.03
 -2.03, 0.97, -0.78,0.08, 0.09, 1.02
 -1.98, 0.90, -0.66,0.08, 0.09, 1.02
 -1.74, 0.67, -0.72,0.08, 0.09, 1.03
 -1.95, 0.98, -0.64,0.07, 0.09, 1.01
 -1.99, 0.99, -0.79,0.07, 0.09, 1.02
 -2.11, 0.79, -0.66,0.07, 0.09, 1.02
 -1.87, 0.91, -0.98,0.07, 0.09, 1.02
 -2.06, 1.09, -0.95,0.07, 0.09, 1.03
 -2.15, 0.79, -0.95,0.07, 0.09, 1.03
 -2.06, 0.85, -0.92,0.08, 0.09, 1.02
 -1.98, 0.78, -0.74,0.07, 0.09, 1.03
 -2.08, 1.03, -0.44,0.07, 0.09, 1.03
 -2.08, 0.76, -0.66,0.08, 0.09, 1.02
 -1.94, 0.89, -0.62,0.08, 0.09, 1.02
 -1.89, 0.82, -0.60,0.07, 0.09, 1.02
 -1.91, 1.03, -0.64,0.06, 0.09, 1.02
 -1.97, 0.98, -0.75,0.07, 0.09, 1.03
 -2.08, 1.05, -1.07,0.07, 0.09, 1.02
 -1.92, 0.99, -1.06,0.08, 0.09, 1.02
 -1.90, 0.84, -0.81,0.08, 0.09, 1.02
 -2.07, 0.84, -0.94,0.07, 0.09, 1.02
 -1.83, 0.81, -0.79,0.07, 0.09, 1.03
 -2.00, 0.98, -0.82,0.07, 0.10, 1.02
 -1.92, 0.92, -0.76,0.07, 0.09, 1.02
 -1.89, 0.78, -0.76,0.07, 0.09, 1.02
 -2.03, 0.95, -0.69,0.07, 0.09, 1.01
 -2.03, 1.13, -0.62,0.07, 0.09, 1.02
 -1.77, 1.10, -0.55,0.07, 0.09, 1.02
 -2.05, 0.88, -0.69,0.08, 0.09, 1.02
 -1.92, 1.02, -0.87,0.08, 0.09, 1.01
 -1.88, 0.97, -0.60,0.08, 0.10, 1.02
 -1.79, 1.23, -0.72,0.07, 0.09, 1.02
 -1.87, 0.90, -0.73,0.07, 0.09, 1.02
 -1.86, 0.84, -0.76,0.07, 0.09, 1.02
 -2.21, 0.90, -0.79,0.08, 0.09, 1.02
 -1.95, 0.89, -0.94,0.07, 0.09, 1.02
 -1.95, 1.05, -1.06,0.08, 0.08, 1.02
 -2.08, 0.96, -0.73,0.07, 0.09, 1.03
 -2.12, 0.76, -0.69,0.07, 0.10, 1.03
 -1.80, 0.91, -0.60,0.08, 0.09, 1.03
 -1.95, 0.70, -0.63,0.07, 0.09, 1.03
 -1.89, 1.03, -0.60,0.07, 0.09, 1.02
 -1.92, 0.86, -0.71,0.08, 0.09, 1.02
 -1.95, 0.91, -0.77,0.07, 0.09, 1.02
 -1.89, 0.88, -1.00,0.08, 0.09, 1.02
 -1.98, 1.21, -0.95,0.07, 0.08, 1.02
 -2.21, 0.80, -0.82,0.08, 0.09, 1.02
 -1.96, 0.77, -0.94,0.08, 0.09, 1.02
 -1.96, 0.90, -0.87,0.08, 0.09, 1.02
 -1.92, 0.77, -0.76,0.07, 0.09, 1.03
 -2.03, 0.89, -0.83,0.08, 0.09, 1.02
 -1.92, 0.81, -0.73,0.08, 0.09, 1.02
 -1.93, 0.82, -0.73,0.07, 0.09, 1.02
 -2.16, 0.79, -0.64,0.08, 0.09, 1.03
 -1.71, 0.89, -0.53,0.07, 0.09, 1.02
 -1.99, 1.05, -0.59,0.07, 0.10, 1.02
 -2.05, 0.88, -0.81,0.08, 0.09, 1.03
 -1.89, 0.81, -0.81,0.07, 0.09, 1.02
 -1.95, 0.82, -0.79,0.08, 0.09, 1.02
 -1.83, 0.94, -0.81,0.07, 0.09, 1.02
 -2.01, 0.75, -0.90,0.08, 0.09, 1.02
 -2.06, 0.85, -0.93,0.07, 0.09, 1.02
 -1.92, 0.89, -0.81,0.07, 0.09, 1.02
 -2.04, 0.97, -0.92,0.07, 0.08, 1.02
 -1.86, 0.92, -0.68,0.07, 0.09, 1.02
 -2.13, 0.87, -0.82,0.08, 0.09, 1.02
 -1.84, 1.05, -0.64,0.07, 0.10, 1.03
 -2.10, 0.84, -0.56,0.08, 0.10, 1.02
 -1.94, 0.82, -0.55,0.08, 0.10, 1.01
 -2.16, 0.96, -0.76,0.07, 0.09, 1.02
 -1.74, 0.96, -0.76,0.06, 0.09, 1.02
 -2.02, 1.01, -0.77,0.07, 0.09, 1.02
 -2.00, 0.89, -0.94,0.07, 0.09, 1.02
 -2.02, 1.01, -0.86,0.07, 0.09, 1.02
 -1.94, 0.83, -0.95,0.08, 0.09, 1.03
 -1.95, 0.98, -0.95,0.07, 0.09, 1.02
 -2.13, 0.87, -0.79,0.08, 0.09, 1.02
 -1.73, 0.75, -0.74,0.07, 0.09, 1.02
 -2.00, 0.82, -0.73,0.08, 0.09, 1.01
 -1.81, 0.91, -0.68,0.07, 0.09, 1.02
 -1.85, 0.76, -0.57,0.07, 0.09, 1.02
 -2.07, 0.80, -0.53,0.07, 0.08, 1.01
 -2.10, 0.85, -0.66,0.07, 0.09, 1.02
 -2.01, 0.78, -0.73,0.08, 0.09, 1.02
 -1.95, 0.85, -0.97,0.07, 0.09, 1.03
 -2.00, 0.96, -0.89,0.07, 0.09, 1.02
 -1.98, 0.89, -1.01,0.07, 0.09, 1.03
 -1.85, 0.86, -0.75,0.08, 0.09, 1.02
 -2.00, 0.79, -0.89,0.08, 0.09, 1.01
 -2.00, 0.78, -0.99,0.08, 0.09, 1.03
 -2.12, 1.04, -0.76,0.07, 0.09, 1.02
 -2.16, 0.96, -0.85,0.08, 0.09, 1.03
 -2.13, 1.01, -0.52,0.07, 0.09, 1.02
 -1.98, 0.79, -0.71,0.07, 0.09, 1.02
 -2.02, 0.91, -0.67,0.07, 0.09, 1.03
 -2.14, 0.81, -0.51,0.07, 0.09, 1.03
 -1.89, 0.82, -0.52,0.07, 0.09, 1.02
 -2.05, 0.87, -0.76,0.07, 0.10, 1.02
 -1.80, 0.79, -0.69,0.07, 0.09, 1.02
 -2.02, 0.98, -0.88,0.07, 0.09, 1.02
 -1.98, 1.03, -0.86,0.07, 0.09, 1.03
 -2.00, 0.95, -0.97,0.08, 0.09, 1.02
 -1.88, 0.88, -0.79,0.08, 0.08, 1.02
 -2.09, 0.78, -0.83,0.07, 0.09, 1.02
 -1.90, 1.04, -0.97,0.08, 0.09, 1.02
 -2.07, 0.92, -0.62,0.08, 0.09, 1.01
 -1.85, 0.81, -0.67,0.08, 0.09, 1.02
 -2.07, 0.85, -0.70,0.07, 0.09, 1.03
 -2.11, 0.95, -0.63,0.08, 0.09, 1.02
 -1.87, 0.96, -0.73,0.07, 0.09, 1.02
 -1.99, 0.86, -0.79,0.08, 0.09, 1.02
 -2.24, 1.05, -0.81,0.07, 0.08, 1.02
 -1.92, 0.95, -0.77,0.07, 0.09, 1.01
 -1.88, 0.97, -1.00,0.08, 0.09, 1.02
 -2.10, 0.84, -0.99,0.07, 0.09, 1.03
 -1.83, 1.00, -0.80,0.07, 0.09, 1.01
 -1.81, 0.79, -0.73,0.07, 0.10, 1.02
 -1.94, 0.79, -0.62,0.07, 0.09, 1.03
 -2.03, 0.61, -0.74,0.07, 0.09, 1.03
 -1.98, 1.00, -0.86,0.07, 0.08, 1.02
 -1.82, 1.02, -0.56,0.07, 0.09, 1.02
 -1.95, 1.13, -0.78,0.07, 0.09, 1.02
 -1.79, 0.69, -0.75,0.08, 0.09, 1.03
 -1.85, 0.76, -0.78,0.07, 0.09, 1.02
 -1.92, 0.83, -0.79,0.08, 0.09, 1.02
 -1.85, 0.88, -0.73,0.07, 0.10, 1.03
 -1.80, 0.87, -0.85,0.07, 0.09, 1.02
 -1.85, 0.93, -0.97,0.07, 0.09, 1.02
 -2.08, 0.97, -0.80,0.08, 0.09, 1.02
 -1.94, 0.87, -0.96,0.07, 0.09, 1.03
 -2.00, 0.70, -0.91,0.07, 0.09, 1.03
 -2.08, 0.85, -0.62,0.08, 0.09, 1.01
 -2.03, 0.93, -0.65,0.07, 0.10, 1.02
 -2.14, 0.85, -0.63,0.07, 0.09, 1.02
 -1.95, 0.93, -0.58,0.08, 0.10, 1.02
 -2.10, 0.94, -0.47,0.07, 0.09, 1.02
 -1.73, 0.98, -0.76,0.08, 0.09, 1.02
 -1.97, 0.79, -0.70,0.07, 0.09, 1.01
 -1.97, 0.76, -1.00,0.07, 0.08, 1.03
 -1.79, 0.84, -0.84,0.08, 0.09, 1.03
 -1.94, 0.91, -0.85,0.08, 0.08, 1.02
 -1.95, 1.00, -0.89,0.08, 0.09, 1.02
 -1.96, 0.94, -0.85,0.07, 0.09, 1.03
 -1.89, 0.76, -0.80,0.08, 0.09, 1.02
 -1.78, 0.78, -0.85,0.07, 0.09, 1.02
 -1.92, 1.02, -0.50,0.08, 0.09, 1.02
 -2.09, 1.04, -0.71,0.07, 0.09, 1.01
 -1.97, 0.65, -0.53,0.08, 0.09, 1.04
 -1.79, 0.83, -0.66,0.08, 0.09, 1.01
 -2.05, 0.96, -0.86,0.07, 0.09, 1.03
 -1.73, 0.82, -0.90,0.07, 0.09, 1.02
 -2.00, 0.79, -0.72,0.08, 0.10, 1.02
 -1.93, 0.73, -0.82,0.07, 0.09, 1.02
 -1.91, 1.01, -0.85,0.08, 0.09, 1.03
 -1.94, 1.10, -0.73,0.07, 0.09, 1.02
 -1.94, 0.84, -0.73,0.07, 0.09, 1.02
 -1.92, 0.82, -0.78,0.07, 0.08, 1.02
 -1.78, 0.97, -0.83,0.07, 0.09, 1.02
 -2.07, 0.83, -0.73,0.08, 0.09, 1.02
 -1.95, 0.79, -0.77,0.07, 0.09, 1.02
 -2.01, 0.92, -0.55,0.08, 0.09, 1.02
 -1.91, 0.73, -0.69,0.08, 0.09, 1.02
 -2.07, 0.79, -0.73,0.07, 0.09, 1.03
 -1.88, 0.96, -0.76,0.08, 0.09, 1.02
 -2.04, 0.79, -0.57,0.08, 0.09, 1.03
 -2.05, 0.86, -0.92,0.07, 0.09, 1.02
 -1.79, 0.93, -0.98,0.08, 0.09, 1.03
 -2.15, 1.01, -1.03,0.07, 0.09, 1.01
 -2.11, 0.85, -0.88,0.08, 0.09, 1.02
 -2.16, 0.81, -0.92,0.07, 0.09, 1.02
 -1.80, 0.92, -0.86,0.07, 0.09, 1.03
 -2.00, 0.80, -0.77,0.08, 0.09, 1.03
 -1.92, 0.79, -0.72,0.08, 0.09, 1.02
 -1.95, 0.98, -0.64,0.08, 0.09, 1.03
 -1.81, 1.10, -0.70,0.08, 0.09, 1.01
 -2.05, 0.85, -0.51,0.08, 0.09, 1.02
 -2.12, 1.09, -0.60,0.08, 0.09, 1.02
 -1.91, 0.95, -0.87,0.08, 0.09, 1.02
 -1.92, 0.89, -0.76,0.08, 0.09, 1.02
 -1.71, 0.85, -0.86,0.08, 0.09, 1.03
 -1.98, 0.91, -0.72,0.08, 0.09, 1.03
 -1.82, 0.76, -0.82,0.07, 0.09, 1.02
 -2.05, 0.95, -0.79,0.07, 0.09, 1.03
 -2.20, 1.03, -0.98,0.08, 0.09, 1.01
 -1.88, 1.10, -0.66,0.07, 0.08, 1.02
 -2.00, 0.93, -0.73,0.08, 0.09, 1.03
 -1.86, 1.02, -0.73,0.07, 0.09, 1.02
 -2.05, 0.99, -0.58,0.08, 0.09, 1.03
 -1.98, 0.86, -0.82,0.08, 0.09, 1.02
 -1.94, 1.00, -0.65,0.07, 0.09, 1.01
 -1.97, 0.82, -0.64,0.08, 0.10, 1.02
 -1.98, 0.85, -0.69,0.08, 0.09, 1.01
 -1.95, 0.68, -0.64,0.07, 0.09, 1.03
 -1.96, 0.92, -0.79,0.08, 0.10, 1.02
 -2.03, 1.17, -0.91,0.07, 0.09, 1.03
 -1.85, 1.01, -0.95,0.07, 0.09, 1.03
 -1.94, 0.91, -0.82,0.08, 0.09, 1.02
 -1.85, 0.92, -0.81,0.07, 0.09, 1.03
 -1.82, 0.98, -0.87,0.07, 0.09, 1.03
 -1.98, 0.79, -0.50,0.07, 0.09, 1.02
 -1.97, 0.87, -0.80,0.07, 0.09, 1.02
 -2.06, 0.75, -0.52,0.08, 0.10, 1.03
 -2.27, 0.79, -0.65,0.08, 0.09, 1.01
 -1.73, 0.97, -0.61,0.07, 0.09, 1.03
 -1.98, 0.77, -0.81,0.07, 0.09, 1.02
 -2.06, 0.70, -0.73,0.07, 0.09, 1.02
 -1.79, 0.96, -0.82,0.07, 0.09, 1.02
 -2.11, 0.77, -0.82,0.07, 0.09, 1.03
 -1.93, 0.91, -0.98,0.07, 0.09, 1.01
 -1.91, 0.79, -0.60,0.08, 0.09, 1.03
 -1.95, 0.91, -0.95,0.07, 0.09, 1.01
 -1.87, 0.81, -0.81,0.07, 0.09, 1.02
 -2.09, 0.98, -0.63,0.07, 0.08, 1.01
 -1.99, 0.92, -0.63,0.07, 0.09, 1.02
 -2.03, 1.17, -0.71,0.07, 0.09, 1.02
 -1.93, 1.08, -0.78,0.07, 0.10, 1.02
 -2.05, 0.70, -0.92,0.07, 0.09, 1.02
 -1.92, 0.85, -0.80,0.07, 0.09, 1.03
 -1.96, 1.04, -0.72,0.07, 0.09, 1.03
 -1.96, 0.92, -0.73,0.08, 0.09, 1.02
 -2.10, 0.87, -0.79,0.07, 0.09, 1.01
 -2.20, 0.76, -1.00,0.07, 0.09, 1.02
 -1.98, 0.83, -0.90,0.08, 0.09, 1.02
 -1.95, 0.97, -0.80,0.08, 0.10, 1.02
 -1.63, 0.89, -0.65,0.07, 0.09, 1.03
 -1.79, 0.86, -0.82,0.07, 0.09, 1.02
 -1.75, 0.90, -0.67,0.08, 0.09, 1.02
 -2.02, 0.80, -0.41,0.07, 0.09, 1.02
 -1.76, 0.89, -0.47,0.08, 0.09, 1.02
 -2.03, 1.03, -0.76,0.08, 0.09, 1.03
 -1.85, 0.92, -0.70,0.07, 0.09, 1.03
 -2.06, 0.85, -0.75,0.08, 0.09, 1.02
 -1.97, 1.05, -0.61,0.08, 0.09, 1.02
 -1.99, 1.16, -0.92,0.08, 0.09, 1.03
 -1.93, 0.73, -0.79,0.07, 0.09, 1.02
 -1.97, 1.03, -0.82,0.07, 0.10, 1.03
 -1.78, 0.98, -0.73,0.07, 0.09, 1.02
 -2.02, 1.01, -0.83,0.07, 0.09, 1.02
 -2.05, 1.15, -0.69,0.08, 0.09, 1.02
 -1.84, 0.76, -0.87,0.08, 0.10, 1.02
 -1.88, 0.85, -0.50,0.08, 0.09, 1.02
 -1.92, 0.93, -0.82,0.08, 0.09, 1.02
 -1.79, 0.89, -0.61,0.07, 0.09, 1.03
 -2.02, 0.86, -0.79,0.07, 0.09, 1.01
 -2.06, 0.80, -0.75,0.07, 0.09, 1.03
 -1.83, 0.80, -0.91,0.07, 0.08, 1.02
 -2.11, 0.98, -0.96,0.08, 0.10, 1.02
 -2.09, 0.80, -0.97,0.07, 0.10, 1.02
 -1.74, 1.10, -0.86,0.08, 0.09, 1.01
 -1.98, 1.03, -0.82,0.08, 0.09, 1.03
 -2.08, 0.67, -0.81,0.07, 0.09, 1.02
 -1.85, 0.99, -0.73,0.08, 0.08, 1.02
 -2.14, 0.76, -0.73,0.08, 0.08, 1.02
 -1.93, 0.90, -0.53,0.07, 0.09, 1.01
 -2.15, 0.79, -0.76,0.07, 0.09, 1.02
 -1.74, 0.84, -0.66,0.07, 0.08, 1.02
 -1.82, 0.86, -0.79,0.08, 0.09, 1.02
 -2.06, 1.02, -0.85,0.08, 0.09, 1.03
 -1.91, 1.27, -0.79,0.07, 0.09, 1.01
 -2.12, 0.95, -1.03,0.07, 0.09, 1.02
 -1.89, 0.92, -0.89,0.07, 0.09, 1.02
 -1.82, 0.85, -0.81,0.07, 0.09, 1.02
 -2.05, 0.89, -0.95,0.07, 0.10, 1.02
 -1.85, 0.89, -0.71,0.07, 0.09, 1.01
 -1.91, 0.79, -0.84,0.08, 0.09, 1.03
 -2.19, 0.84, -0.83,0.07, 0.09, 1.02
 -1.96, 0.76, -0.71,0.07, 0.09, 1.03
 -2.03, 0.76, -0.84,0.08, 0.09, 1.02
 -2.03, 0.74, -0.56,0.08, 0.09, 1.02
 -2.24, 1.00, -0.60,0.07, 0.10, 1.02
 -2.02, 0.98, -0.71,0.07, 0.08, 1.02
 -1.74, 0.82, -0.79,0.07, 0.09, 1.02
 -1.92, 0.85, -0.90,0.07, 0.09, 1.02
